id;id_cliente;dt_compra;produto;qtde;delivery;pgto
15975;;13/05/2021;103;3;n;cc
15976;1438;13/05/2021;29;6;n;cc
15977;;13/05/2021;100;2;n;cc
15978;;13/05/2021;118;1;n;cd
15979;;13/05/2021;119;2;n;cd
15980;3735;13/05/2021;3;5;n;cd
15981;786;13/05/2021;14;5;;cc
15982;1585;13/05/2021;50;5;n;cc
15983;;13/05/2021;106;3;n;d
15984;1097;13/05/2021;66;1;n;d
15985;3886;13/05/2021;52;6;n;d
15986;869;13/05/2021;20;2;n;cc
15987;;13/05/2021;110;3;n;cc
15988;2014;13/05/2021;25;4;n;cc
15989;4073;13/05/2021;15;4;n;cd
15990;4824;13/05/2021;13;5;n;cc
15991;;13/05/2021;76;1;n;cd
15992;;13/05/2021;82;1;s;cc
15993;;13/05/2021;81;6;s;cc
15994;938;13/05/2021;12;4;n;d
15995;;14/05/2021;112;1;s;d
15996;47;14/05/2021;70;4;n;cd
15997;3949;14/05/2021;9;1;s;cd
15998;572;14/05/2021;40;6;n;cc
15999;4670;14/05/2021;41;2;s;cd
16000;1015;14/05/2021;30;2;n;cc
16001;;14/05/2021;83;5;s;cc
16002;1800;14/05/2021;18;2;n;d
16003;2151;14/05/2021;67;2;s;cc
16004;;14/05/2021;86;5;n;cd
16005;1233;14/05/2021;2;4;s;cc
16006;1109;14/05/2021;11;3;n;cd
16007;3251;14/05/2021;67;4;;cc
16008;3788;14/05/2021;29;4;s;cd
16009;1235;14/05/2021;40;3;s;d
16010;4661;14/05/2021;41;3;s;cc
16011;;14/05/2021;119;1;s;d
16012;;14/05/2021;81;1;n;cc
16013;4425;15/05/2021;38;4;n;d
16014;3987;15/05/2021;8;1;n;cc
16015;;15/05/2021;118;5;n;cc
16016;;15/05/2021;107;3;n;cc
16017;341;15/05/2021;74;5;n;cc
16018;3642;15/05/2021;44;5;n;cd
16019;;15/05/2021;115;2;n;cc
16020;2626;15/05/2021;53;3;n;d
16021;2424;15/05/2021;57;4;n;cc
16022;;15/05/2021;90;3;n;cc
16023;4733;15/05/2021;21;2;n;d
16024;;15/05/2021;89;5;s;cd
16025;;15/05/2021;104;1;n;cc
16026;;15/05/2021;86;5;s;cd
16027;1354;15/05/2021;42;5;n;d
16028;1177;15/05/2021;67;5;s;d
16029;;15/05/2021;94;2;s;cc
16030;;15/05/2021;102;3;s;cd
16031;2572;16/05/2021;41;1;n;cc
16032;2539;16/05/2021;72;1;s;cc
16033;3628;16/05/2021;51;2;s;cc
16034;2753;16/05/2021;63;3;n;d
16035;1374;16/05/2021;69;1;n;d
16036;;16/05/2021;117;3;;cd
16037;1370;16/05/2021;32;1;n;d
16038;;16/05/2021;81;3;n;cc
16039;943;16/05/2021;11;5;n;d
16040;;16/05/2021;84;2;n;cc
16041;925;16/05/2021;72;4;n;cd
16042;4814;16/05/2021;72;3;n;d
16043;;16/05/2021;112;4;n;cc
16044;4172;16/05/2021;27;5;s;cc
16045;;16/05/2021;76;1;n;cd
16046;4039;16/05/2021;4;1;s;cd
16047;3556;16/05/2021;69;3;n;cd
16048;2268;16/05/2021;14;5;s;cd
16049;3824;16/05/2021;65;2;n;cd
16050;;16/05/2021;106;1;s;d
16051;;16/05/2021;103;1;n;d
16052;;16/05/2021;109;1;n;cd
16053;;16/05/2021;96;1;n;cc
16054;;17/05/2021;105;3;n;cc
16055;;17/05/2021;114;5;n;cc
16056;;17/05/2021;113;3;s;d
16057;135;17/05/2021;17;6;;cc
16058;;17/05/2021;102;2;s;cc
16059;4755;17/05/2021;73;3;s;cc
16060;106;17/05/2021;31;6;s;cd
16061;2397;17/05/2021;33;1;s;cc
16062;;17/05/2021;98;5;n;d
16063;1348;17/05/2021;73;1;s;cc
16064;;17/05/2021;93;6;n;d
16065;4226;17/05/2021;45;3;s;cc
16066;;17/05/2021;78;2;n;d
16067;4616;17/05/2021;51;1;s;cd
16068;469;17/05/2021;73;6;n;cc
16069;1236;17/05/2021;25;3;;cc
16070;;17/05/2021;93;3;;cd
16071;3283;17/05/2021;4;5;;cc
16072;;18/05/2021;83;3;s;cc
16073;;18/05/2021;97;3;n;cc
16074;;18/05/2021;93;1;s;cc
16075;;18/05/2021;118;3;n;cd
16076;4424;18/05/2021;45;2;s;cd
16077;4449;18/05/2021;4;1;n;cd
16078;3501;18/05/2021;54;5;;cc
16079;;18/05/2021;91;6;n;cc
16080;;18/05/2021;92;2;n;cc
16081;4591;18/05/2021;17;3;n;cc
16082;2465;18/05/2021;7;3;n;cd
16083;3415;18/05/2021;52;4;n;d
16084;1348;18/05/2021;40;4;n;cc
16085;2296;18/05/2021;38;2;;d
16086;3782;18/05/2021;65;5;n;cc
16087;4786;18/05/2021;9;5;n;d
16088;4130;18/05/2021;8;4;n;cc
16089;;18/05/2021;118;3;n;cc
16090;;18/05/2021;118;5;n;cd
16091;;18/05/2021;87;2;n;cd
16092;;18/05/2021;111;1;n;cd
16093;427;18/05/2021;54;5;n;cc
16094;;19/05/2021;105;2;n;cc
16095;4207;19/05/2021;10;1;n;cc
16096;4850;19/05/2021;70;4;s;cc
16097;;19/05/2021;102;1;s;d
16098;;19/05/2021;100;4;n;cd
16099;;19/05/2021;79;6;s;cc
16100;1242;19/05/2021;20;4;n;cd
16101;4868;19/05/2021;65;5;s;cd
16102;4725;19/05/2021;26;3;n;d
16103;2422;19/05/2021;53;1;s;cc
16104;3563;19/05/2021;31;4;n;cd
16105;;19/05/2021;117;4;s;cc
16106;;19/05/2021;100;5;n;cd
16107;1230;19/05/2021;11;5;s;cd
16108;4062;19/05/2021;1;6;n;cd
16109;1409;20/05/2021;4;5;s;cc
16110;;20/05/2021;92;6;n;d
16111;4732;20/05/2021;67;2;;cd
16112;3978;20/05/2021;49;3;s;cc
16113;2688;20/05/2021;62;4;s;cc
16114;;20/05/2021;80;5;s;cc
16115;3553;20/05/2021;26;1;s;cc
16116;3322;20/05/2021;24;6;n;d
16117;3402;20/05/2021;26;6;n;cd
16118;3568;20/05/2021;19;1;n;cc
16119;2455;20/05/2021;5;6;n;cd
16120;144;20/05/2021;73;2;n;cc
16121;2343;20/05/2021;5;1;n;cd
16122;;20/05/2021;113;5;n;d
16123;3876;20/05/2021;49;4;n;d
16124;1254;20/05/2021;69;2;n;cc
16125;263;20/05/2021;51;2;n;cc
16126;;20/05/2021;77;4;n;cc
16127;3669;20/05/2021;61;6;n;d
16128;;21/05/2021;109;5;s;d
16129;2294;21/05/2021;35;4;n;d
16130;;21/05/2021;90;3;s;d
16131;2390;21/05/2021;47;5;n;cd
16132;;21/05/2021;98;5;s;cd
16133;;21/05/2021;83;4;s;d
16134;4124;21/05/2021;69;5;s;cd
16135;;21/05/2021;84;1;n;cd
16136;;21/05/2021;92;3;s;d
16137;3371;21/05/2021;50;6;s;cd
16138;;21/05/2021;106;6;n;cc
16139;3310;21/05/2021;13;4;n;cc
16140;462;22/05/2021;69;3;;d
16141;1299;22/05/2021;27;6;n;cc
16142;4493;22/05/2021;36;6;n;cd
16143;;22/05/2021;114;5;n;cc
16144;3334;22/05/2021;71;6;n;d
16145;;22/05/2021;81;4;n;cd
16146;;22/05/2021;94;2;n;cc
16147;1704;22/05/2021;22;4;n;cc
16148;;22/05/2021;107;1;s;d
16149;;22/05/2021;110;4;n;cd
16150;;22/05/2021;99;5;s;cd
16151;;22/05/2021;86;5;n;cc
16152;3699;22/05/2021;2;3;s;d
16153;;22/05/2021;101;5;n;cc
16154;;22/05/2021;106;1;s;cc
16155;;22/05/2021;114;1;n;cd
16156;3077;22/05/2021;15;1;n;d
16157;;23/05/2021;113;5;n;d
16158;;23/05/2021;91;5;n;cd
16159;3985;23/05/2021;40;1;n;d
16160;2507;23/05/2021;38;6;s;d
16161;;23/05/2021;89;5;;d
16162;;23/05/2021;75;5;s;cd
16163;;23/05/2021;97;3;s;d
16164;683;23/05/2021;69;1;s;cd
16165;1378;23/05/2021;70;1;s;cc
16166;2040;23/05/2021;57;5;n;cd
16167;1485;23/05/2021;46;6;s;cc
16168;;23/05/2021;95;1;n;cd
16169;;23/05/2021;113;5;s;d
16170;;23/05/2021;108;3;n;d
16171;3430;23/05/2021;40;2;s;cd
16172;1531;23/05/2021;29;6;n;cc
16173;393;23/05/2021;26;2;;cd
16174;;23/05/2021;76;4;;cc
16175;;23/05/2021;81;4;s;cc
16176;4309;23/05/2021;70;4;n;cd
16177;3108;24/05/2021;58;3;s;cc
16178;3016;24/05/2021;19;5;n;cd
16179;;24/05/2021;104;6;s;cd
16180;;24/05/2021;106;3;n;d
16181;;24/05/2021;86;5;;cd
16182;3830;24/05/2021;51;3;n;cc
16183;1287;24/05/2021;52;6;n;cd
16184;3595;24/05/2021;48;3;n;cc
16185;3277;24/05/2021;3;1;n;cd
16186;;24/05/2021;103;5;n;d
16187;475;24/05/2021;20;3;n;cd
16188;3673;24/05/2021;62;4;;d
16189;;24/05/2021;95;2;n;cd
16190;2553;24/05/2021;4;2;n;cc
16191;;24/05/2021;83;6;n;cd
16192;3349;24/05/2021;50;1;n;cc
16193;4088;24/05/2021;10;1;n;cc
16194;3694;24/05/2021;31;4;n;cc
16195;;24/05/2021;79;5;n;cc
16196;1832;24/05/2021;65;5;n;cc
16197;2655;24/05/2021;47;3;n;cc
16198;4128;24/05/2021;26;3;n;cc
16199;1044;24/05/2021;12;1;s;cd
16200;848;25/05/2021;72;1;s;d
16201;3383;25/05/2021;66;2;n;cc
16202;;25/05/2021;90;3;s;cc
16203;3348;25/05/2021;50;3;n;d
16204;4339;25/05/2021;50;2;s;d
16205;2342;25/05/2021;32;3;n;cd
16206;;25/05/2021;119;1;s;d
16207;133;25/05/2021;23;5;n;d
16208;;25/05/2021;114;6;s;d
16209;;25/05/2021;85;4;n;cd
16210;2939;25/05/2021;3;1;s;cd
16211;;25/05/2021;84;5;n;cd
16212;4822;25/05/2021;14;6;s;cc
16213;;25/05/2021;81;4;n;cd
16214;;25/05/2021;117;6;;d
16215;3589;25/05/2021;5;2;s;d
16216;;25/05/2021;93;1;s;cc
16217;262;25/05/2021;53;5;s;cc
16218;;25/05/2021;118;4;s;cc
16219;3301;25/05/2021;28;6;n;cc
16220;;25/05/2021;86;5;n;d
16221;2582;25/05/2021;49;4;n;cc
16222;2333;26/05/2021;3;2;n;d
16223;;26/05/2021;80;6;n;cc
16224;4493;26/05/2021;59;4;n;cd
16225;;26/05/2021;93;5;n;cd
16226;;26/05/2021;114;5;n;d
16227;;26/05/2021;95;2;n;cd
16228;4430;26/05/2021;4;5;n;cc
16229;;26/05/2021;101;6;n;cc
16230;4898;26/05/2021;42;3;n;cc
16231;;26/05/2021;108;3;s;cc
16232;2303;26/05/2021;67;6;n;cc
16233;;26/05/2021;104;2;n;cd
16234;2155;26/05/2021;72;3;n;cc
16235;;26/05/2021;78;5;n;d
16236;279;26/05/2021;17;6;n;cc
16237;1402;26/05/2021;29;4;n;cd
16238;1755;26/05/2021;57;2;n;d
16239;4524;26/05/2021;44;6;n;cc
16240;1708;26/05/2021;35;5;n;cc
16241;2722;27/05/2021;46;3;s;cc
16242;;27/05/2021;102;3;s;cc
16243;3880;27/05/2021;45;1;s;cd
16244;2257;27/05/2021;69;3;s;cc
16245;902;27/05/2021;19;5;n;cc
16246;4159;27/05/2021;38;3;s;cc
16247;2541;27/05/2021;46;1;n;cd
16248;2913;27/05/2021;56;3;s;d
16249;1815;27/05/2021;46;6;n;cd
16250;1813;27/05/2021;48;2;;cc
16251;;27/05/2021;115;4;s;cd
16252;;27/05/2021;106;3;n;cc
16253;4145;27/05/2021;67;1;s;cd
16254;3085;27/05/2021;21;3;n;cc
16255;400;27/05/2021;61;5;n;cc
16256;;27/05/2021;110;3;n;cc
16257;;27/05/2021;113;3;n;cd
16258;;28/05/2021;75;3;n;d
16259;;28/05/2021;119;1;n;cd
16260;4520;28/05/2021;12;4;n;cd
16261;2991;28/05/2021;59;3;n;cc
16262;2399;28/05/2021;38;6;n;d
16263;;28/05/2021;114;5;n;cd
16264;4304;28/05/2021;62;3;s;cc
16265;2773;28/05/2021;50;6;n;d
16266;3389;28/05/2021;15;2;s;d
16267;4350;28/05/2021;71;3;n;d
16268;3041;28/05/2021;55;5;s;d
16269;4666;28/05/2021;68;3;n;d
16270;1172;28/05/2021;19;5;;cc
16271;4651;29/05/2021;69;1;n;cc
16272;422;29/05/2021;44;1;n;d
16273;;29/05/2021;108;3;n;cc
16274;;29/05/2021;119;6;n;cc
16275;4482;29/05/2021;69;5;n;cc
16276;3405;29/05/2021;30;6;n;d
16277;;29/05/2021;87;1;;d
16278;;29/05/2021;79;3;n;cc
16279;2978;29/05/2021;48;2;n;cd
16280;338;29/05/2021;36;6;n;d
16281;27;29/05/2021;20;1;n;cc
16282;4785;29/05/2021;68;2;n;d
16283;;29/05/2021;104;1;n;cc
16284;3525;29/05/2021;68;5;n;cc
16285;1261;29/05/2021;1;6;n;d
16286;;29/05/2021;79;1;n;cc
16287;1117;29/05/2021;3;5;n;cc
16288;834;29/05/2021;68;6;s;cc
16289;502;29/05/2021;4;3;s;cc
16290;3178;29/05/2021;51;1;n;d
16291;3960;29/05/2021;38;1;s;cc
16292;;29/05/2021;78;4;n;cc
16293;4354;29/05/2021;17;2;s;d
16294;2721;29/05/2021;63;6;n;cc
16295;4985;29/05/2021;39;3;s;cc
16296;3159;29/05/2021;72;2;n;cd
16297;2583;30/05/2021;20;3;s;d
16298;672;30/05/2021;16;5;n;cc
16299;1137;30/05/2021;17;6;s;cc
16300;2529;30/05/2021;43;6;n;cd
16301;494;30/05/2021;58;1;s;d
16302;1606;30/05/2021;72;1;n;cd
16303;4182;30/05/2021;24;2;;cd
16304;996;30/05/2021;23;2;s;cd
16305;2488;30/05/2021;70;6;s;cc
16306;;30/05/2021;85;1;s;d
16307;317;30/05/2021;66;1;s;cd
16308;;30/05/2021;118;3;n;d
16309;2417;30/05/2021;54;6;n;d
16310;1493;30/05/2021;11;4;n;cc
16311;3402;30/05/2021;61;6;n;d
16312;3329;30/05/2021;32;6;n;cd
16313;1532;30/05/2021;9;1;n;cc
16314;;30/05/2021;106;1;n;cc
16315;;30/05/2021;119;6;n;cd
16316;2953;30/05/2021;74;2;n;cd
16317;566;31/05/2021;13;6;n;cc
16318;1294;31/05/2021;7;2;n;d
16319;4591;31/05/2021;38;3;n;cc
16320;;31/05/2021;81;6;s;cd
16321;4713;31/05/2021;11;5;n;cc
16322;141;31/05/2021;49;4;s;d
16323;;31/05/2021;111;4;n;cd
16324;;31/05/2021;114;1;s;cc
16325;;31/05/2021;97;3;s;cc
16326;3753;31/05/2021;29;6;s;cd
16327;;31/05/2021;117;5;n;cd
16328;2307;31/05/2021;39;4;s;cc
16329;;31/05/2021;109;5;s;d
16330;;31/05/2021;89;3;n;d
16331;;31/05/2021;76;4;n;d
16332;;31/05/2021;83;4;;d
16333;1030;31/05/2021;19;3;n;d
16334;70;31/05/2021;34;2;n;cc
16335;;31/05/2021;78;1;n;d
16336;;31/05/2021;112;2;n;cd
16337;4257;31/05/2021;17;5;n;cc
16338;742;31/05/2021;68;2;n;cc
16339;1710;31/05/2021;34;3;n;cc
16340;;01/06/2021;92;2;s;d
16341;914;01/06/2021;3;3;n;cd
16342;;01/06/2021;88;5;s;cd
16343;1441;01/06/2021;5;3;n;cc
16344;;01/06/2021;105;4;s;cc
16345;;01/06/2021;104;3;n;cd
16346;1338;01/06/2021;59;3;s;cc
16347;;01/06/2021;96;6;n;cd
16348;;01/06/2021;87;4;n;cc
16349;;01/06/2021;94;3;n;cd
16350;1182;01/06/2021;29;6;n;d
16351;;01/06/2021;103;2;n;cc
16352;2745;01/06/2021;44;2;s;cc
16353;;01/06/2021;82;4;;d
16354;1506;01/06/2021;27;2;s;d
16355;;01/06/2021;117;5;s;cd
16356;3764;01/06/2021;18;4;s;d
16357;;01/06/2021;84;4;s;cc
16358;;01/06/2021;106;4;n;cd
16359;4044;01/06/2021;37;6;s;cd
16360;3143;01/06/2021;38;3;n;cc
16361;4560;01/06/2021;13;6;s;cc
16362;2175;02/06/2021;57;6;n;d
16363;4104;02/06/2021;24;6;s;d
16364;;02/06/2021;88;5;n;cd
16365;1019;02/06/2021;38;1;s;d
16366;2288;02/06/2021;6;6;s;cc
16367;;02/06/2021;112;5;n;cc
16368;1566;02/06/2021;5;3;s;d
16369;;02/06/2021;99;5;n;d
16370;;02/06/2021;96;3;s;cc
16371;2680;02/06/2021;29;2;n;d
16372;;02/06/2021;99;3;;cc
16373;4164;02/06/2021;2;4;n;cc
16374;1019;02/06/2021;27;6;n;d
16375;1803;02/06/2021;9;4;n;cc
16376;;02/06/2021;92;5;n;cc
16377;;02/06/2021;117;1;n;cc
16378;69;03/06/2021;1;6;n;cc
16379;;03/06/2021;102;5;;d
16380;3250;03/06/2021;60;6;n;cd
16381;3228;03/06/2021;59;3;n;cc
16382;;03/06/2021;97;1;n;cd
16383;4296;03/06/2021;26;2;n;cc
16384;4480;03/06/2021;64;5;n;cc
16385;421;03/06/2021;74;3;n;cc
16386;;03/06/2021;97;4;n;cc
16387;;03/06/2021;79;4;n;d
16388;306;03/06/2021;2;4;n;d
16389;;03/06/2021;113;3;n;cd
16390;3487;03/06/2021;22;4;s;cd
16391;535;03/06/2021;38;3;s;cd
16392;;03/06/2021;92;3;n;cd
16393;;03/06/2021;97;1;s;d
16394;;03/06/2021;84;4;n;cd
16395;;03/06/2021;78;6;s;cc
16396;2629;03/06/2021;7;2;n;d
16397;4481;03/06/2021;22;2;s;d
16398;;04/06/2021;84;2;n;cd
16399;926;04/06/2021;67;4;s;cc
16400;3654;04/06/2021;49;3;n;d
16401;2182;04/06/2021;10;2;s;cd
16402;1349;04/06/2021;33;6;n;d
16403;1557;04/06/2021;26;4;s;cc
16404;;04/06/2021;102;3;n;cc
16405;2568;04/06/2021;62;2;;d
16406;;04/06/2021;108;4;s;cc
16407;;04/06/2021;86;5;s;d
16408;;04/06/2021;80;3;s;cd
16409;;04/06/2021;116;4;s;d
16410;1191;04/06/2021;28;5;n;cc
16411;4501;04/06/2021;70;5;n;cc
16412;;04/06/2021;97;3;n;cc
16413;4552;05/06/2021;10;6;n;cc
16414;2312;05/06/2021;44;2;n;d
16415;;05/06/2021;81;3;n;d
16416;;05/06/2021;113;1;n;d
16417;1722;05/06/2021;26;3;n;d
16418;;05/06/2021;102;2;n;d
16419;2661;05/06/2021;17;6;n;cd
16420;;05/06/2021;78;1;n;cd
16421;13;05/06/2021;37;3;n;cd
16422;4768;05/06/2021;66;3;s;cc
16423;154;05/06/2021;73;2;n;cd
16424;3572;05/06/2021;41;2;s;cd
16425;;05/06/2021;103;1;n;cd
16426;4648;05/06/2021;5;6;s;cc
16427;4980;05/06/2021;26;6;s;d
16428;2203;05/06/2021;2;5;s;d
16429;4670;06/06/2021;51;2;n;cd
16430;666;06/06/2021;63;5;s;d
16431;3309;06/06/2021;28;4;s;cc
16432;4648;06/06/2021;33;4;n;d
16433;1063;06/06/2021;37;1;n;cd
16434;4494;06/06/2021;26;3;;cc
16435;4459;06/06/2021;70;6;n;cd
16436;1244;06/06/2021;26;1;n;cd
16437;14;06/06/2021;5;5;n;d
16438;836;06/06/2021;9;3;n;cc
16439;1444;06/06/2021;51;5;n;d
16440;;06/06/2021;84;5;n;cd
16441;260;07/06/2021;16;4;n;cd
16442;4652;07/06/2021;37;1;s;cc
16443;3188;07/06/2021;23;4;n;cc
16444;4778;07/06/2021;21;1;s;cd
16445;982;07/06/2021;46;5;n;cc
16446;3344;07/06/2021;16;3;s;cc
16447;;07/06/2021;93;3;n;cd
16448;4595;07/06/2021;30;3;s;cc
16449;2150;07/06/2021;59;5;n;d
16450;656;07/06/2021;9;2;n;cd
16451;2915;07/06/2021;69;6;n;cc
16452;;07/06/2021;77;3;n;cd
16453;;07/06/2021;107;2;n;cc
16454;1718;07/06/2021;7;6;s;cc
16455;345;07/06/2021;20;1;;d
16456;4895;07/06/2021;11;5;s;cd
16457;3974;07/06/2021;11;4;s;cc
16458;;07/06/2021;85;4;s;cd
16459;1427;07/06/2021;5;3;s;cc
16460;;08/06/2021;76;6;n;cc
16461;;08/06/2021;80;1;s;cc
16462;;08/06/2021;102;3;n;cd
16463;3818;08/06/2021;15;1;s;cc
16464;4682;08/06/2021;45;1;n;cd
16465;2988;08/06/2021;12;4;s;cc
16466;;08/06/2021;82;1;n;cd
16467;2463;08/06/2021;64;2;;d
16468;4904;08/06/2021;47;3;s;cc
16469;3953;08/06/2021;59;5;n;cc
16470;;08/06/2021;80;2;s;d
16471;;08/06/2021;106;2;n;cc
16472;;08/06/2021;85;2;s;cc
16473;2518;08/06/2021;4;6;n;cc
16474;1457;08/06/2021;19;2;;cc
16475;;08/06/2021;110;5;n;cc
16476;4727;09/06/2021;48;1;n;d
16477;;09/06/2021;82;4;n;cc
16478;3662;09/06/2021;57;2;n;d
16479;;09/06/2021;81;4;n;cc
16480;3227;09/06/2021;15;1;n;cd
16481;1970;09/06/2021;42;5;;cc
16482;325;09/06/2021;1;2;n;cd
16483;;09/06/2021;88;5;n;cd
16484;;09/06/2021;113;2;n;d
16485;;09/06/2021;84;2;n;cc
16486;;09/06/2021;100;3;n;d
16487;563;09/06/2021;14;6;n;cd
16488;3754;09/06/2021;46;3;n;cd
16489;4724;09/06/2021;58;5;n;d
16490;;09/06/2021;75;4;n;d
16491;4264;10/06/2021;64;5;n;d
16492;359;10/06/2021;69;5;s;cc
16493;;10/06/2021;87;6;s;cc
16494;;10/06/2021;110;2;n;cc
16495;556;10/06/2021;39;6;s;d
16496;1941;10/06/2021;24;5;n;cd
16497;;10/06/2021;114;4;s;cc
16498;;10/06/2021;84;3;n;d
16499;;10/06/2021;111;4;s;cd
16500;;10/06/2021;118;1;n;d
16501;;10/06/2021;110;3;s;cd
16502;4381;10/06/2021;6;5;n;d
16503;;10/06/2021;86;1;s;cc
16504;;10/06/2021;91;5;n;cc
16505;4712;10/06/2021;32;6;s;cd
16506;;10/06/2021;109;1;n;cd
16507;1876;10/06/2021;65;2;;cd
16508;3417;11/06/2021;63;3;s;d
16509;;11/06/2021;78;4;s;d
16510;4133;11/06/2021;33;3;s;cc
16511;;11/06/2021;104;1;s;d
16512;;11/06/2021;100;5;n;d
16513;4797;11/06/2021;7;4;n;d
16514;71;11/06/2021;66;2;n;cc
16515;2963;11/06/2021;53;3;n;d
16516;;11/06/2021;111;6;n;cd
16517;;11/06/2021;100;1;n;d
16518;4450;11/06/2021;23;2;n;d
16519;;11/06/2021;88;4;n;cc
16520;1922;11/06/2021;21;1;n;d
16521;3701;11/06/2021;37;4;n;cd
16522;;11/06/2021;76;3;n;cc
16523;;11/06/2021;81;4;n;cd
16524;;12/06/2021;115;5;s;cd
16525;2660;12/06/2021;56;1;n;cc
16526;1114;12/06/2021;42;6;s;cd
16527;4515;12/06/2021;68;6;n;d
16528;;12/06/2021;86;2;s;d
16529;2876;12/06/2021;53;1;s;cc
16530;4091;12/06/2021;65;2;s;cd
16531;;12/06/2021;89;3;n;cd
16532;4821;12/06/2021;62;3;s;cc
16533;4584;12/06/2021;65;2;s;cc
16534;2856;12/06/2021;35;1;n;d
16535;;12/06/2021;86;1;n;d
16536;;12/06/2021;85;3;;d
16537;;13/06/2021;102;1;n;d
16538;;13/06/2021;76;4;n;cc
16539;;13/06/2021;75;5;n;cc
16540;643;13/06/2021;13;6;n;cd
16541;2474;13/06/2021;49;6;n;cc
16542;1068;13/06/2021;54;4;n;d
16543;;13/06/2021;102;1;n;cd
16544;3751;13/06/2021;74;6;s;cd
16545;3432;13/06/2021;20;5;n;cc
16546;1565;13/06/2021;66;1;s;d
16547;;13/06/2021;107;4;n;cd
16548;;13/06/2021;80;2;s;d
16549;;13/06/2021;91;5;n;d
16550;744;13/06/2021;27;2;s;cc
16551;4928;13/06/2021;25;3;n;cc
16552;;13/06/2021;118;3;n;d
16553;;13/06/2021;85;4;n;d
16554;3017;13/06/2021;12;1;n;cc
16555;312;13/06/2021;36;6;n;cc
16556;1602;14/06/2021;15;6;s;cc
16557;1694;14/06/2021;67;4;;cc
16558;;14/06/2021;77;5;s;cc
16559;;14/06/2021;99;4;s;cd
16560;571;14/06/2021;55;1;n;cd
16561;233;14/06/2021;60;6;s;cc
16562;;14/06/2021;82;2;n;cd
16563;;14/06/2021;82;6;s;d
16564;474;14/06/2021;74;1;n;d
16565;3953;14/06/2021;35;3;;d
16566;621;14/06/2021;62;1;n;cc
16567;;14/06/2021;109;2;n;cd
16568;;14/06/2021;118;3;n;cc
16569;1411;14/06/2021;63;2;n;cd
16570;2141;14/06/2021;8;6;n;cd
16571;387;14/06/2021;10;1;n;cc
16572;;14/06/2021;76;5;;cd
16573;;14/06/2021;108;6;n;cd
16574;4798;14/06/2021;62;4;n;cd
16575;;14/06/2021;78;4;n;cd
16576;1729;14/06/2021;60;3;n;cc
16577;102;14/06/2021;58;3;n;cc
16578;1106;14/06/2021;68;3;n;cc
16579;;15/06/2021;106;3;n;cc
16580;;15/06/2021;100;4;n;cd
16581;;15/06/2021;91;1;n;cd
16582;3674;15/06/2021;44;1;n;cc
16583;;15/06/2021;97;4;s;cc
16584;;15/06/2021;100;6;s;d
16585;2957;15/06/2021;24;6;n;cc
16586;811;15/06/2021;59;2;s;cc
16587;2299;15/06/2021;7;5;n;cc
16588;2240;15/06/2021;24;6;s;d
16589;;15/06/2021;110;1;n;cc
16590;;15/06/2021;102;6;s;cd
16591;1583;15/06/2021;13;6;n;cd
16592;;15/06/2021;105;4;s;cc
16593;;15/06/2021;108;4;n;cc
16594;4855;15/06/2021;13;2;s;cc
16595;4237;15/06/2021;33;4;n;cd
16596;;15/06/2021;84;3;s;cc
16597;4127;16/06/2021;18;3;n;cc
16598;;16/06/2021;115;4;;cd
16599;4327;16/06/2021;3;3;s;d
16600;;16/06/2021;83;6;s;cc
16601;470;16/06/2021;28;3;s;cc
16602;3502;16/06/2021;5;6;s;d
16603;2168;16/06/2021;62;4;n;cd
16604;;16/06/2021;106;2;n;d
16605;2228;16/06/2021;42;4;n;cc
16606;1083;16/06/2021;28;2;n;cc
16607;3740;16/06/2021;40;3;n;d
16608;159;16/06/2021;10;5;n;cc
16609;279;16/06/2021;56;5;n;cc
16610;;16/06/2021;105;3;n;cc
16611;2002;16/06/2021;40;2;n;cc
16612;;17/06/2021;82;6;n;cd
16613;;17/06/2021;114;4;n;d
16614;51;17/06/2021;2;1;n;cd
16615;;17/06/2021;110;2;s;cd
16616;648;17/06/2021;39;2;n;d
16617;;17/06/2021;111;4;s;cc
16618;569;17/06/2021;27;4;n;cc
16619;233;17/06/2021;52;3;s;cd
16620;;17/06/2021;81;2;s;d
16621;4176;17/06/2021;55;6;s;d
16622;3462;17/06/2021;41;1;n;cc
16623;;17/06/2021;97;6;s;cc
16624;;18/06/2021;92;2;s;cc
16625;1749;18/06/2021;48;3;n;cc
16626;19;18/06/2021;32;6;n;cd
16627;2487;18/06/2021;36;5;;d
16628;;18/06/2021;97;3;n;cd
16629;;18/06/2021;89;2;n;cc
16630;;18/06/2021;85;2;n;d
16631;2696;18/06/2021;21;2;n;d
16632;1393;18/06/2021;33;2;n;cd
16633;196;18/06/2021;40;3;n;cc
16634;629;18/06/2021;46;3;n;cc
16635;2851;18/06/2021;46;1;s;d
16636;3791;18/06/2021;47;2;n;cc
16637;;18/06/2021;115;2;s;d
16638;;18/06/2021;94;4;n;d
16639;4210;18/06/2021;54;4;s;d
16640;2215;19/06/2021;26;2;n;d
16641;4317;19/06/2021;31;5;s;cd
16642;4136;19/06/2021;12;4;n;cd
16643;;19/06/2021;98;2;n;cc
16644;2248;19/06/2021;58;6;n;cc
16645;;19/06/2021;116;1;n;d
16646;4736;19/06/2021;64;6;n;cc
16647;;19/06/2021;100;4;s;d
